id_inscription,id_etudiant,annee_universitaire,type,date_inscription,filiere,niveau,annee
2328,1133,2023-2024,Nouveau,2024-05-01,Droit des Affaires,S1,2023-2024
2329,1133,2020-2021,Réinscrit,2022-11-06,Droit des Affaires,S3,2020-2021
2330,1133,2024-2025,Réinscrit,2022-08-22,Droit des Affaires,S1,2024-2025
2331,1134,2020-2021,Nouveau,2023-09-13,Génie Civil,S3,2020-2021
2332,1135,2023-2024,Nouveau,2022-06-20,Marketing,S2,2023-2024
2333,1136,2022-2023,Nouveau,2022-01-08,Droit des Affaires,S3,2022-2023
2334,1136,2024-2025,Réinscrit,2020-03-27,Droit des Affaires,S6,2024-2025
2335,1137,2024-2025,Nouveau,2021-06-11,Marketing,S1,2024-2025
2336,1137,2022-2023,Réinscrit,2024-06-16,Marketing,S5,2022-2023
2337,1137,2021-2022,Réinscrit,2022-09-19,Marketing,S4,2021-2022
2338,1137,2020-2021,Réinscrit,2020-04-23,Marketing,S6,2020-2021
2339,1138,2023-2024,Nouveau,2019-08-02,Finance & Comptabilité,S1,2023-2024
2340,1138,2020-2021,Réinscrit,2023-06-07,Finance & Comptabilité,S2,2020-2021
2341,1138,2023-2024,Réinscrit,2021-01-27,Finance & Comptabilité,S4,2023-2024
2342,1138,2020-2021,Réinscrit,2022-10-22,Finance & Comptabilité,S6,2020-2021
2343,1139,2024-2025,Nouveau,2024-06-26,Droit des Affaires,S4,2024-2025
2344,1139,2022-2023,Réinscrit,2024-04-05,Droit des Affaires,S6,2022-2023
2345,1139,2023-2024,Réinscrit,2023-08-08,Droit des Affaires,S6,2023-2024
2346,1139,2023-2024,Réinscrit,2023-05-05,Droit des Affaires,S2,2023-2024
2347,1140,2024-2025,Nouveau,2020-02-03,Génie Informatique,S4,2024-2025
2348,1140,2023-2024,Réinscrit,2020-02-12,Génie Informatique,S6,2023-2024
2349,1141,2021-2022,Nouveau,2023-10-10,Droit des Affaires,S4,2021-2022
2350,1142,2021-2022,Nouveau,2022-10-22,Marketing,S1,2021-2022
2351,1143,2020-2021,Nouveau,2020-01-09,Génie Electrique,S3,2020-2021
2352,1143,2024-2025,Réinscrit,2021-11-30,Génie Electrique,S1,2024-2025
2353,1143,2024-2025,Réinscrit,2020-05-20,Génie Electrique,S1,2024-2025
2354,1143,2022-2023,Réinscrit,2022-01-31,Génie Electrique,S3,2022-2023
2355,1144,2022-2023,Nouveau,2024-02-12,Droit des Affaires,S1,2022-2023
2356,1144,2021-2022,Réinscrit,2020-04-05,Droit des Affaires,S5,2021-2022
2357,1144,2023-2024,Réinscrit,2019-03-19,Droit des Affaires,S3,2023-2024
2358,1145,2021-2022,Nouveau,2020-09-19,Finance & Comptabilité,S6,2021-2022
2359,1145,2023-2024,Réinscrit,2018-09-09,Finance & Comptabilité,S1,2023-2024
2360,1145,2024-2025,Réinscrit,2022-07-30,Finance & Comptabilité,S1,2024-2025
2361,1146,2023-2024,Nouveau,2024-01-23,Droit des Affaires,S5,2023-2024
2362,1147,2024-2025,Nouveau,2023-09-27,Droit des Affaires,S3,2024-2025
2363,1147,2023-2024,Réinscrit,2023-12-30,Droit des Affaires,S6,2023-2024
2364,1147,2024-2025,Réinscrit,2020-02-26,Droit des Affaires,S2,2024-2025
2365,1148,2023-2024,Nouveau,2023-09-14,Finance & Comptabilité,S2,2023-2024
2366,1148,2022-2023,Réinscrit,2019-09-01,Finance & Comptabilité,S5,2022-2023
2367,1148,2024-2025,Réinscrit,2023-04-05,Finance & Comptabilité,S4,2024-2025
2368,1148,2021-2022,Réinscrit,2023-02-06,Finance & Comptabilité,S3,2021-2022
2369,1149,2023-2024,Nouveau,2021-10-11,Génie Informatique,S6,2023-2024
2370,1150,2021-2022,Nouveau,2018-12-11,Génie Civil,S5,2021-2022
2371,1151,2024-2025,Nouveau,2020-01-21,Génie Civil,S6,2024-2025
2372,1151,2024-2025,Réinscrit,2019-08-15,Génie Civil,S2,2024-2025
2373,1151,2024-2025,Réinscrit,2024-09-28,Génie Civil,S5,2024-2025
2374,1152,2024-2025,Nouveau,2024-07-08,Marketing,S2,2024-2025
2375,1153,2024-2025,Nouveau,2018-11-16,Finance & Comptabilité,S1,2024-2025
2376,1153,2024-2025,Réinscrit,2020-09-06,Finance & Comptabilité,S1,2024-2025
2377,1153,2022-2023,Réinscrit,2020-12-21,Finance & Comptabilité,S2,2022-2023
2378,1153,2024-2025,Réinscrit,2023-08-25,Finance & Comptabilité,S1,2024-2025
2379,1154,2023-2024,Nouveau,2019-03-04,Marketing,S4,2023-2024
2380,1154,2020-2021,Réinscrit,2022-06-24,Marketing,S4,2020-2021
2381,1154,2021-2022,Réinscrit,2023-04-27,Marketing,S1,2021-2022
2382,1155,2023-2024,Nouveau,2021-07-20,Génie Electrique,S1,2023-2024
2383,1155,2020-2021,Réinscrit,2019-10-12,Génie Electrique,S5,2020-2021
2384,1155,2021-2022,Réinscrit,2021-11-12,Génie Electrique,S2,2021-2022
2385,1156,2022-2023,Nouveau,2019-09-03,Droit des Affaires,S2,2022-2023
2386,1156,2022-2023,Réinscrit,2023-03-27,Droit des Affaires,S6,2022-2023
2387,1157,2020-2021,Nouveau,2022-04-25,Génie Civil,S2,2020-2021
2388,1157,2020-2021,Réinscrit,2019-04-28,Génie Civil,S3,2020-2021
2389,1158,2020-2021,Nouveau,2022-04-03,Marketing,S2,2020-2021
2390,1158,2023-2024,Réinscrit,2022-04-20,Marketing,S3,2023-2024
2391,1158,2023-2024,Réinscrit,2020-01-09,Marketing,S1,2023-2024
2392,1158,2021-2022,Réinscrit,2021-05-09,Marketing,S5,2021-2022
2393,1159,2023-2024,Nouveau,2024-05-15,Marketing,S5,2023-2024
2394,1159,2023-2024,Réinscrit,2019-12-16,Marketing,S3,2023-2024
2395,1160,2022-2023,Nouveau,2023-11-17,Finance & Comptabilité,S5,2022-2023
2396,1161,2020-2021,Nouveau,2024-02-05,Génie Electrique,S1,2020-2021
2397,1161,2023-2024,Réinscrit,2021-04-15,Génie Electrique,S1,2023-2024
2398,1161,2022-2023,Réinscrit,2019-10-21,Génie Electrique,S2,2022-2023
2399,1161,2024-2025,Réinscrit,2020-01-28,Génie Electrique,S3,2024-2025
2400,1162,2023-2024,Nouveau,2019-08-10,Génie Electrique,S6,2023-2024
2401,1162,2024-2025,Réinscrit,2020-12-12,Génie Electrique,S2,2024-2025
2402,1162,2022-2023,Réinscrit,2024-09-22,Génie Electrique,S2,2022-2023
2403,1162,2021-2022,Réinscrit,2024-09-10,Génie Electrique,S4,2021-2022
2404,1163,2020-2021,Nouveau,2018-09-05,Marketing,S4,2020-2021
2405,1163,2024-2025,Réinscrit,2021-11-28,Marketing,S6,2024-2025
2406,1163,2021-2022,Réinscrit,2018-09-03,Marketing,S1,2021-2022
2407,1163,2023-2024,Réinscrit,2021-09-24,Marketing,S5,2023-2024
2408,1164,2023-2024,Nouveau,2022-08-10,Génie Electrique,S6,2023-2024
2409,1164,2021-2022,Réinscrit,2024-05-22,Génie Electrique,S3,2021-2022
2410,1164,2020-2021,Réinscrit,2020-06-23,Génie Electrique,S6,2020-2021
2411,1165,2022-2023,Nouveau,2019-09-03,Génie Electrique,S4,2022-2023
2412,1166,2021-2022,Nouveau,2021-10-19,Finance & Comptabilité,S4,2021-2022
2413,1167,2024-2025,Nouveau,2024-04-29,Droit des Affaires,S3,2024-2025
2414,1167,2022-2023,Réinscrit,2021-08-06,Droit des Affaires,S6,2022-2023
2415,1168,2022-2023,Nouveau,2021-06-04,Finance & Comptabilité,S6,2022-2023
2416,1168,2022-2023,Réinscrit,2022-07-01,Finance & Comptabilité,S2,2022-2023
2417,1168,2023-2024,Réinscrit,2022-05-08,Finance & Comptabilité,S1,2023-2024
2418,1168,2021-2022,Réinscrit,2018-09-09,Finance & Comptabilité,S5,2021-2022
2419,1169,2020-2021,Nouveau,2018-10-10,Droit des Affaires,S6,2020-2021
2420,1169,2021-2022,Réinscrit,2023-04-20,Droit des Affaires,S5,2021-2022
2421,1169,2023-2024,Réinscrit,2023-01-26,Droit des Affaires,S5,2023-2024
2422,1169,2020-2021,Réinscrit,2019-07-15,Droit des Affaires,S5,2020-2021
2423,1170,2023-2024,Nouveau,2020-01-19,Génie Electrique,S3,2023-2024
2424,1171,2024-2025,Nouveau,2022-09-06,Marketing,S4,2024-2025
2425,1171,2021-2022,Réinscrit,2018-10-05,Marketing,S1,2021-2022
2426,1171,2023-2024,Réinscrit,2022-10-27,Marketing,S2,2023-2024
2427,1171,2023-2024,Réinscrit,2018-10-09,Marketing,S2,2023-2024
2428,1172,2022-2023,Nouveau,2022-09-05,Génie Civil,S2,2022-2023
2429,1173,2024-2025,Nouveau,2022-01-24,Marketing,S6,2024-2025
2430,1174,2021-2022,Nouveau,2024-03-15,Marketing,S3,2021-2022
2431,1174,2020-2021,Réinscrit,2021-10-24,Marketing,S4,2020-2021
2432,1175,2020-2021,Nouveau,2020-11-12,Génie Civil,S6,2020-2021
2433,1175,2023-2024,Réinscrit,2019-11-29,Génie Civil,S3,2023-2024
2434,1176,2021-2022,Nouveau,2020-11-02,Finance & Comptabilité,S6,2021-2022
2435,1176,2024-2025,Réinscrit,2020-08-19,Finance & Comptabilité,S1,2024-2025
2436,1176,2024-2025,Réinscrit,2020-02-08,Finance & Comptabilité,S6,2024-2025
2437,1176,2020-2021,Réinscrit,2020-02-04,Finance & Comptabilité,S3,2020-2021
2438,1177,2024-2025,Nouveau,2021-09-28,Marketing,S2,2024-2025
2439,1177,2020-2021,Réinscrit,2024-08-22,Marketing,S5,2020-2021
2440,1178,2024-2025,Nouveau,2023-10-04,Droit des Affaires,S1,2024-2025
2441,1178,2023-2024,Réinscrit,2019-04-01,Droit des Affaires,S3,2023-2024
2442,1178,2023-2024,Réinscrit,2023-03-25,Droit des Affaires,S3,2023-2024
2443,1179,2024-2025,Nouveau,2023-11-25,Génie Electrique,S4,2024-2025
2444,1180,2024-2025,Nouveau,2019-02-26,Génie Electrique,S6,2024-2025
2445,1180,2021-2022,Réinscrit,2019-03-12,Génie Electrique,S3,2021-2022
2446,1180,2023-2024,Réinscrit,2024-08-20,Génie Electrique,S4,2023-2024
2447,1181,2020-2021,Nouveau,2023-01-23,Finance & Comptabilité,S2,2020-2021
2448,1181,2022-2023,Réinscrit,2019-08-02,Finance & Comptabilité,S5,2022-2023
2449,1181,2020-2021,Réinscrit,2021-03-13,Finance & Comptabilité,S6,2020-2021
2450,1182,2020-2021,Nouveau,2021-06-20,Finance & Comptabilité,S2,2020-2021
2451,1182,2021-2022,Réinscrit,2022-05-11,Finance & Comptabilité,S3,2021-2022
2452,1182,2020-2021,Réinscrit,2019-10-02,Finance & Comptabilité,S1,2020-2021
2453,1182,2023-2024,Réinscrit,2023-07-06,Finance & Comptabilité,S1,2023-2024
2454,1183,2022-2023,Nouveau,2021-06-09,Finance & Comptabilité,S1,2022-2023
2455,1183,2023-2024,Réinscrit,2021-05-04,Finance & Comptabilité,S3,2023-2024
2456,1183,2020-2021,Réinscrit,2022-05-29,Finance & Comptabilité,S5,2020-2021
2457,1184,2020-2021,Nouveau,2023-08-02,Génie Informatique,S1,2020-2021
2458,1184,2023-2024,Réinscrit,2020-01-25,Génie Informatique,S1,2023-2024
2459,1185,2020-2021,Nouveau,2022-11-24,Droit des Affaires,S3,2020-2021
2460,1186,2021-2022,Nouveau,2019-05-12,Génie Informatique,S4,2021-2022
2461,1187,2022-2023,Nouveau,2023-07-05,Génie Electrique,S1,2022-2023
2462,1188,2020-2021,Nouveau,2019-04-02,Marketing,S3,2020-2021
2463,1189,2023-2024,Nouveau,2019-09-28,Génie Informatique,S5,2023-2024
2464,1189,2023-2024,Réinscrit,2021-04-12,Génie Informatique,S5,2023-2024
2465,1189,2024-2025,Réinscrit,2018-10-14,Génie Informatique,S4,2024-2025
2466,1189,2023-2024,Réinscrit,2023-11-15,Génie Informatique,S4,2023-2024
2467,1190,2022-2023,Nouveau,2018-12-16,Marketing,S4,2022-2023
2468,1191,2024-2025,Nouveau,2020-10-28,Génie Civil,S1,2024-2025
2469,1191,2020-2021,Réinscrit,2018-10-21,Génie Civil,S5,2020-2021
2470,1191,2020-2021,Réinscrit,2020-11-02,Génie Civil,S5,2020-2021
2471,1192,2024-2025,Nouveau,2021-07-16,Génie Electrique,S3,2024-2025
2472,1192,2023-2024,Réinscrit,2024-01-24,Génie Electrique,S6,2023-2024
2473,1193,2021-2022,Nouveau,2021-05-23,Génie Informatique,S2,2021-2022
2474,1193,2020-2021,Réinscrit,2019-05-06,Génie Informatique,S2,2020-2021
2475,1193,2022-2023,Réinscrit,2023-07-22,Génie Informatique,S5,2022-2023
2476,1193,2022-2023,Réinscrit,2022-02-26,Génie Informatique,S5,2022-2023
2477,1194,2021-2022,Nouveau,2023-12-07,Génie Electrique,S3,2021-2022
2478,1194,2024-2025,Réinscrit,2022-07-06,Génie Electrique,S3,2024-2025
2479,1195,2020-2021,Nouveau,2024-06-21,Génie Civil,S5,2020-2021
2480,1195,2021-2022,Réinscrit,2019-04-23,Génie Civil,S2,2021-2022
2481,1195,2024-2025,Réinscrit,2019-04-12,Génie Civil,S4,2024-2025
2482,1196,2021-2022,Nouveau,2020-11-29,Génie Civil,S6,2021-2022
2483,1196,2021-2022,Réinscrit,2019-06-08,Génie Civil,S3,2021-2022
2484,1196,2021-2022,Réinscrit,2024-01-01,Génie Civil,S6,2021-2022
2485,1197,2024-2025,Nouveau,2022-05-19,Génie Electrique,S5,2024-2025
2486,1197,2024-2025,Réinscrit,2022-06-06,Génie Electrique,S5,2024-2025
2487,1197,2022-2023,Réinscrit,2023-05-12,Génie Electrique,S3,2022-2023
2488,1197,2021-2022,Réinscrit,2019-11-04,Génie Electrique,S4,2021-2022
2489,1198,2023-2024,Nouveau,2021-02-15,Génie Informatique,S1,2023-2024
2490,1199,2021-2022,Nouveau,2023-11-24,Droit des Affaires,S5,2021-2022
2491,1199,2021-2022,Réinscrit,2021-05-07,Droit des Affaires,S4,2021-2022
2492,1200,2023-2024,Nouveau,2020-12-19,Génie Electrique,S4,2023-2024
2493,1200,2021-2022,Réinscrit,2018-09-28,Génie Electrique,S3,2021-2022
2494,1200,2020-2021,Réinscrit,2019-06-30,Génie Electrique,S3,2020-2021
2495,1201,2024-2025,Nouveau,2019-12-16,Marketing,S2,2024-2025
2496,1202,2023-2024,Nouveau,2020-11-05,Marketing,S6,2023-2024
2497,1202,2024-2025,Réinscrit,2022-09-14,Marketing,S1,2024-2025
2498,1202,2020-2021,Réinscrit,2020-11-24,Marketing,S2,2020-2021
2499,1203,2021-2022,Nouveau,2021-02-13,Marketing,S3,2021-2022
2500,1203,2021-2022,Réinscrit,2022-06-23,Marketing,S5,2021-2022
2501,1203,2021-2022,Réinscrit,2020-09-01,Marketing,S2,2021-2022
2502,1204,2021-2022,Nouveau,2021-08-08,Marketing,S1,2021-2022
2503,1205,2021-2022,Nouveau,2022-12-01,Marketing,S6,2021-2022
2504,1206,2022-2023,Nouveau,2021-01-09,Génie Civil,S3,2022-2023
2505,1207,2021-2022,Nouveau,2022-10-24,Génie Informatique,S3,2021-2022
2506,1207,2021-2022,Réinscrit,2024-07-29,Génie Informatique,S5,2021-2022
2507,1207,2023-2024,Réinscrit,2019-05-26,Génie Informatique,S1,2023-2024
2508,1207,2021-2022,Réinscrit,2020-02-18,Génie Informatique,S2,2021-2022
2509,1208,2024-2025,Nouveau,2022-11-28,Génie Informatique,S6,2024-2025
2510,1208,2022-2023,Réinscrit,2022-03-26,Génie Informatique,S5,2022-2023
2511,1209,2021-2022,Nouveau,2019-03-09,Finance & Comptabilité,S5,2021-2022
2512,1209,2024-2025,Réinscrit,2020-10-14,Finance & Comptabilité,S5,2024-2025
2513,1209,2022-2023,Réinscrit,2020-05-01,Finance & Comptabilité,S3,2022-2023
2514,1209,2021-2022,Réinscrit,2019-04-07,Finance & Comptabilité,S6,2021-2022
2515,1210,2021-2022,Nouveau,2024-05-13,Génie Electrique,S5,2021-2022
2516,1210,2023-2024,Réinscrit,2021-01-05,Génie Electrique,S6,2023-2024
2517,1210,2020-2021,Réinscrit,2023-12-11,Génie Electrique,S6,2020-2021
2518,1211,2021-2022,Nouveau,2024-05-15,Génie Civil,S4,2021-2022
2519,1212,2023-2024,Nouveau,2024-06-26,Génie Civil,S4,2023-2024
2520,1212,2021-2022,Réinscrit,2022-04-11,Génie Civil,S6,2021-2022
2521,1212,2022-2023,Réinscrit,2024-07-23,Génie Civil,S6,2022-2023
2522,1213,2023-2024,Nouveau,2023-12-24,Génie Electrique,S3,2023-2024
2523,1213,2024-2025,Réinscrit,2023-03-01,Génie Electrique,S6,2024-2025
2524,1213,2024-2025,Réinscrit,2019-01-28,Génie Electrique,S2,2024-2025
2525,1213,2021-2022,Réinscrit,2020-12-10,Génie Electrique,S4,2021-2022
2526,1214,2023-2024,Nouveau,2021-02-12,Génie Electrique,S3,2023-2024
2527,1214,2023-2024,Réinscrit,2022-11-23,Génie Electrique,S5,2023-2024
2528,1215,2022-2023,Nouveau,2021-07-09,Marketing,S5,2022-2023
2529,1215,2020-2021,Réinscrit,2020-03-04,Marketing,S1,2020-2021
2530,1216,2023-2024,Nouveau,2024-06-26,Génie Civil,S3,2023-2024
2531,1216,2021-2022,Réinscrit,2019-02-16,Génie Civil,S4,2021-2022
2532,1216,2024-2025,Réinscrit,2022-06-09,Génie Civil,S4,2024-2025
2533,1217,2023-2024,Nouveau,2023-07-08,Génie Civil,S4,2023-2024
2534,1217,2022-2023,Réinscrit,2024-03-30,Génie Civil,S3,2022-2023
2535,1217,2022-2023,Réinscrit,2022-12-15,Génie Civil,S1,2022-2023
2536,1217,2021-2022,Réinscrit,2023-08-15,Génie Civil,S2,2021-2022
2537,1218,2020-2021,Nouveau,2022-09-10,Génie Electrique,S1,2020-2021
2538,1218,2022-2023,Réinscrit,2024-04-17,Génie Electrique,S5,2022-2023
2539,1218,2024-2025,Réinscrit,2019-07-18,Génie Electrique,S3,2024-2025
2540,1219,2020-2021,Nouveau,2019-12-30,Génie Electrique,S1,2020-2021
2541,1219,2022-2023,Réinscrit,2019-02-04,Génie Electrique,S5,2022-2023
2542,1220,2022-2023,Nouveau,2020-11-14,Génie Informatique,S6,2022-2023
2543,1220,2022-2023,Réinscrit,2021-06-21,Génie Informatique,S3,2022-2023
2544,1221,2021-2022,Nouveau,2020-03-18,Marketing,S6,2021-2022
2545,1221,2024-2025,Réinscrit,2021-08-05,Marketing,S1,2024-2025
2546,1221,2022-2023,Réinscrit,2021-10-29,Marketing,S3,2022-2023
2547,1222,2023-2024,Nouveau,2018-10-19,Finance & Comptabilité,S4,2023-2024
2548,1222,2024-2025,Réinscrit,2020-05-04,Finance & Comptabilité,S4,2024-2025
2549,1222,2021-2022,Réinscrit,2021-03-18,Finance & Comptabilité,S6,2021-2022
2550,1222,2021-2022,Réinscrit,2023-12-27,Finance & Comptabilité,S2,2021-2022
2551,1223,2023-2024,Nouveau,2022-06-27,Marketing,S1,2023-2024
2552,1223,2022-2023,Réinscrit,2020-10-09,Marketing,S4,2022-2023
2553,1223,2023-2024,Réinscrit,2021-01-06,Marketing,S4,2023-2024
2554,1223,2023-2024,Réinscrit,2019-01-02,Marketing,S3,2023-2024
2555,1224,2024-2025,Nouveau,2020-02-08,Génie Civil,S3,2024-2025
2556,1224,2020-2021,Réinscrit,2024-04-09,Génie Civil,S6,2020-2021
2557,1225,2022-2023,Nouveau,2021-03-12,Droit des Affaires,S4,2022-2023
2558,1225,2023-2024,Réinscrit,2023-03-11,Droit des Affaires,S6,2023-2024
2559,1225,2024-2025,Réinscrit,2022-01-10,Droit des Affaires,S3,2024-2025
2560,1226,2024-2025,Nouveau,2019-01-10,Génie Informatique,S2,2024-2025
2561,1227,2022-2023,Nouveau,2023-01-19,Droit des Affaires,S4,2022-2023
2562,1227,2021-2022,Réinscrit,2023-01-18,Droit des Affaires,S1,2021-2022
2563,1228,2021-2022,Nouveau,2023-12-28,Génie Electrique,S1,2021-2022
2564,1228,2022-2023,Réinscrit,2023-09-24,Génie Electrique,S6,2022-2023
2565,1228,2022-2023,Réinscrit,2019-09-17,Génie Electrique,S2,2022-2023
2566,1228,2020-2021,Réinscrit,2020-08-28,Génie Electrique,S1,2020-2021
2567,1229,2020-2021,Nouveau,2020-10-04,Finance & Comptabilité,S2,2020-2021
2568,1229,2020-2021,Réinscrit,2022-12-29,Finance & Comptabilité,S3,2020-2021
2569,1229,2021-2022,Réinscrit,2021-04-12,Finance & Comptabilité,S3,2021-2022
2570,1229,2024-2025,Réinscrit,2019-06-14,Finance & Comptabilité,S4,2024-2025
2571,1230,2022-2023,Nouveau,2024-06-24,Génie Civil,S1,2022-2023
2572,1231,2022-2023,Nouveau,2023-04-10,Finance & Comptabilité,S4,2022-2023
2573,1231,2021-2022,Réinscrit,2019-11-28,Finance & Comptabilité,S2,2021-2022
2574,1232,2023-2024,Nouveau,2019-06-09,Droit des Affaires,S4,2023-2024
2575,1232,2021-2022,Réinscrit,2020-02-15,Droit des Affaires,S2,2021-2022
2576,1232,2022-2023,Réinscrit,2023-07-07,Droit des Affaires,S6,2022-2023
2577,1232,2023-2024,Réinscrit,2020-06-12,Droit des Affaires,S5,2023-2024
2578,1233,2024-2025,Nouveau,2020-12-10,Droit des Affaires,S5,2024-2025
2579,1233,2023-2024,Réinscrit,2021-10-03,Droit des Affaires,S2,2023-2024
2580,1233,2020-2021,Réinscrit,2020-04-07,Droit des Affaires,S4,2020-2021
2581,1234,2023-2024,Nouveau,2021-06-08,Marketing,S5,2023-2024
2582,1235,2024-2025,Nouveau,2024-03-03,Génie Informatique,S4,2024-2025
2583,1235,2023-2024,Réinscrit,2019-02-08,Génie Informatique,S6,2023-2024
2584,1235,2020-2021,Réinscrit,2021-11-23,Génie Informatique,S6,2020-2021
2585,1236,2022-2023,Nouveau,2022-01-01,Marketing,S4,2022-2023
2586,1236,2024-2025,Réinscrit,2020-08-18,Marketing,S4,2024-2025
2587,1236,2021-2022,Réinscrit,2020-09-05,Marketing,S5,2021-2022
2588,1236,2023-2024,Réinscrit,2023-10-20,Marketing,S4,2023-2024
2589,1237,2024-2025,Nouveau,2019-09-27,Droit des Affaires,S4,2024-2025
2590,1237,2020-2021,Réinscrit,2021-05-09,Droit des Affaires,S2,2020-2021
2591,1238,2024-2025,Nouveau,2021-12-09,Génie Electrique,S6,2024-2025
2592,1238,2020-2021,Réinscrit,2021-02-06,Génie Electrique,S4,2020-2021
2593,1238,2023-2024,Réinscrit,2020-01-10,Génie Electrique,S3,2023-2024
2594,1239,2020-2021,Nouveau,2024-04-28,Génie Informatique,S3,2020-2021
2595,1240,2023-2024,Nouveau,2020-07-07,Droit des Affaires,S3,2023-2024
2596,1240,2021-2022,Réinscrit,2024-05-04,Droit des Affaires,S1,2021-2022
2597,1240,2023-2024,Réinscrit,2018-12-19,Droit des Affaires,S1,2023-2024
2598,1240,2023-2024,Réinscrit,2022-12-10,Droit des Affaires,S3,2023-2024
2599,1241,2021-2022,Nouveau,2023-02-11,Marketing,S1,2021-2022
2600,1241,2020-2021,Réinscrit,2021-06-23,Marketing,S1,2020-2021
2601,1241,2021-2022,Réinscrit,2022-05-02,Marketing,S6,2021-2022
2602,1241,2023-2024,Réinscrit,2024-02-07,Marketing,S4,2023-2024
2603,1242,2020-2021,Nouveau,2021-05-20,Finance & Comptabilité,S6,2020-2021
2604,1243,2021-2022,Nouveau,2023-12-12,Génie Informatique,S3,2021-2022
2605,1243,2021-2022,Réinscrit,2020-07-30,Génie Informatique,S1,2021-2022
2606,1243,2024-2025,Réinscrit,2019-10-17,Génie Informatique,S2,2024-2025
2607,1243,2022-2023,Réinscrit,2020-01-22,Génie Informatique,S5,2022-2023
2608,1244,2021-2022,Nouveau,2019-07-15,Génie Informatique,S6,2021-2022
2609,1244,2020-2021,Réinscrit,2021-09-24,Génie Informatique,S2,2020-2021
2610,1244,2023-2024,Réinscrit,2022-09-06,Génie Informatique,S2,2023-2024
2611,1244,2021-2022,Réinscrit,2019-01-20,Génie Informatique,S6,2021-2022
2612,1245,2023-2024,Nouveau,2019-03-15,Génie Electrique,S6,2023-2024
2613,1245,2024-2025,Réinscrit,2019-10-27,Génie Electrique,S4,2024-2025
2614,1246,2023-2024,Nouveau,2019-04-03,Génie Electrique,S5,2023-2024
2615,1246,2020-2021,Réinscrit,2019-03-19,Génie Electrique,S4,2020-2021
2616,1246,2021-2022,Réinscrit,2021-06-19,Génie Electrique,S3,2021-2022
2617,1247,2021-2022,Nouveau,2019-09-10,Finance & Comptabilité,S1,2021-2022
2618,1247,2023-2024,Réinscrit,2018-12-24,Finance & Comptabilité,S1,2023-2024
2619,1248,2021-2022,Nouveau,2019-05-17,Finance & Comptabilité,S2,2021-2022
2620,1248,2020-2021,Réinscrit,2020-07-19,Finance & Comptabilité,S6,2020-2021
2621,1248,2021-2022,Réinscrit,2019-02-28,Finance & Comptabilité,S4,2021-2022
2622,1249,2022-2023,Nouveau,2022-04-14,Génie Informatique,S5,2022-2023
2623,1250,2024-2025,Nouveau,2020-12-27,Génie Civil,S5,2024-2025
2624,1250,2023-2024,Réinscrit,2023-06-19,Génie Civil,S1,2023-2024
2625,1251,2021-2022,Nouveau,2019-11-08,Droit des Affaires,S3,2021-2022
2626,1251,2022-2023,Réinscrit,2020-08-12,Droit des Affaires,S1,2022-2023
2627,1252,2022-2023,Nouveau,2018-10-20,Droit des Affaires,S4,2022-2023
2628,1252,2021-2022,Réinscrit,2023-10-24,Droit des Affaires,S2,2021-2022
2629,1252,2020-2021,Réinscrit,2021-10-15,Droit des Affaires,S6,2020-2021
2630,1252,2024-2025,Réinscrit,2022-10-21,Droit des Affaires,S1,2024-2025
2631,1253,2021-2022,Nouveau,2023-04-11,Marketing,S3,2021-2022
2632,1254,2020-2021,Nouveau,2024-09-05,Génie Informatique,S5,2020-2021
2633,1254,2021-2022,Réinscrit,2021-06-28,Génie Informatique,S1,2021-2022
