id_frais,id_etudiant,annee_universitaire,montant_du,montant_paye,date_paiement,statut,taux_recouvrement
14646,1298,2024-2025,23595,23595,2024-02-14,Payé,1.0
14647,1298,2020-2021,24068,24068,2022-10-20,Payé,1.0
14648,1298,2021-2022,21520,21520,2022-05-14,Payé,1.0
14649,1794,2024-2025,18958,18958,2023-03-22,Payé,1.0
14650,1794,2022-2023,22001,22001,2024-02-29,Payé,1.0
14651,1794,2020-2021,21401,21401,2022-08-16,Payé,1.0
14652,2171,2022-2023,19246,19246,2024-02-07,Payé,1.0
14653,2171,2023-2024,17143,17143,2023-09-05,Payé,1.0
14654,1843,2021-2022,20169,8744,2022-10-06,Partiel,0.4335366155981952
14655,1191,2024-2025,17286,17286,2022-03-02,Payé,1.0
14656,1191,2023-2024,24734,24734,2023-01-10,Payé,1.0
14657,1820,2021-2022,24939,24939,2024-10-21,Payé,1.0
14658,2144,2023-2024,18945,18945,2023-07-15,Payé,1.0
14659,2144,2021-2022,19474,0,2022-01-01,Impayé,0.0
14660,1400,2022-2023,21767,0,2023-01-10,Impayé,0.0
14661,1426,2021-2022,24951,24951,2024-01-26,Payé,1.0
14662,1426,2020-2021,16536,0,2022-08-29,Impayé,0.0
14663,1784,2022-2023,19051,19051,2022-05-12,Payé,1.0
14664,1841,2022-2023,23149,23149,2023-01-04,Payé,1.0
14665,1428,2023-2024,22744,10672,2023-06-23,Partiel,0.4692226521280338
14666,1428,2020-2021,19874,12854,2022-01-20,Partiel,0.6467746804870685
14667,2200,2024-2025,19248,19248,2023-10-19,Payé,1.0
14668,2134,2021-2022,22880,22880,2024-07-13,Payé,1.0
14669,2134,2023-2024,19490,0,2022-06-18,Impayé,0.0
14670,2134,2020-2021,24830,24830,2023-09-28,Payé,1.0
14671,1148,2022-2023,23807,11744,2022-05-03,Partiel,0.493300289830722
14672,1148,2024-2025,21757,21757,2021-12-12,Payé,1.0
14673,1462,2023-2024,19776,19776,2021-10-01,Payé,1.0
14674,1462,2020-2021,22657,22657,2024-11-26,Payé,1.0
14675,1650,2020-2021,19649,19649,2023-02-23,Payé,1.0
14676,1650,2023-2024,17278,17278,2023-06-24,Payé,1.0
14677,1363,2021-2022,24531,24531,2024-06-06,Payé,1.0
14678,1363,2022-2023,24201,24201,2023-12-12,Payé,1.0
14679,1363,2024-2025,22010,22010,2022-04-20,Payé,1.0
14680,1514,2023-2024,17459,17459,2021-10-09,Payé,1.0
14681,1514,2021-2022,19078,19078,2022-02-14,Payé,1.0
14682,2195,2020-2021,23440,23440,2022-08-02,Payé,1.0
14683,2197,2020-2021,16798,16798,2021-10-15,Payé,1.0
14684,1510,2023-2024,19970,19970,2024-01-24,Payé,1.0
14685,1150,2022-2023,24983,24983,2021-11-20,Payé,1.0
14686,1150,2023-2024,20425,0,2023-12-21,Impayé,0.0
14687,1150,2020-2021,20946,0,2021-11-26,Impayé,0.0
14688,1202,2022-2023,15286,15286,2023-03-11,Payé,1.0
14689,2004,2020-2021,19003,19003,2024-07-06,Payé,1.0
14690,1028,2024-2025,20273,20273,2021-09-19,Payé,1.0
14691,1028,2022-2023,17746,17746,2023-04-21,Payé,1.0
14692,1028,2023-2024,23927,14878,2022-03-24,Partiel,0.6218079993312994
14693,1256,2020-2021,22196,15401,2024-12-11,Partiel,0.6938637592358984
14694,1256,2023-2024,16600,16600,2022-01-12,Payé,1.0
14695,1256,2022-2023,23771,23771,2023-01-18,Payé,1.0
14696,1437,2023-2024,18462,0,2024-03-13,Impayé,0.0
14697,1437,2024-2025,17337,17337,2023-02-24,Payé,1.0
14698,1437,2022-2023,18867,0,2024-05-16,Impayé,0.0
14699,1333,2023-2024,21157,21157,2021-12-21,Payé,1.0
14700,1333,2021-2022,24926,24926,2024-05-27,Payé,1.0
14701,2199,2023-2024,15146,11515,2024-03-16,Partiel,0.7602667370923016
14702,1940,2022-2023,23490,23490,2023-03-05,Payé,1.0
14703,1940,2023-2024,17322,17322,2023-08-01,Payé,1.0
14704,1169,2024-2025,20182,20182,2022-08-09,Payé,1.0
14705,2015,2023-2024,17825,13545,2023-07-23,Partiel,0.7598877980364657
14706,2015,2020-2021,22808,22808,2023-02-02,Payé,1.0
14707,1106,2024-2025,17457,17457,2024-07-15,Payé,1.0
14708,1011,2023-2024,15975,15975,2024-12-04,Payé,1.0
14709,1011,2022-2023,17665,17665,2024-09-18,Payé,1.0
14710,1011,2020-2021,15448,15448,2023-03-31,Payé,1.0
14711,2159,2023-2024,20109,20109,2024-07-13,Payé,1.0
14712,2159,2022-2023,17324,17324,2022-05-04,Payé,1.0
14713,2159,2024-2025,20210,20210,2024-01-20,Payé,1.0
14714,1982,2024-2025,15287,15287,2024-04-17,Payé,1.0
14715,1277,2021-2022,21596,21596,2024-12-22,Payé,1.0
14716,1277,2024-2025,20525,20525,2023-09-09,Payé,1.0
14717,1594,2023-2024,22835,22835,2021-10-30,Payé,1.0
14718,1594,2024-2025,23617,23617,2023-01-30,Payé,1.0
14719,1112,2023-2024,15398,15398,2024-07-21,Payé,1.0
14720,1372,2024-2025,24803,24803,2023-07-20,Payé,1.0
14721,1123,2024-2025,21319,21319,2022-11-17,Payé,1.0
14722,1123,2022-2023,22822,22822,2024-07-19,Payé,1.0
14723,2106,2020-2021,24298,24298,2023-12-21,Payé,1.0
14724,2106,2022-2023,17313,9998,2022-02-10,Partiel,0.577485126783342
14725,2106,2024-2025,24358,0,2023-11-03,Impayé,0.0
14726,1026,2024-2025,17577,17577,2024-02-27,Payé,1.0
14727,1026,2020-2021,21519,0,2024-10-09,Impayé,0.0
14728,1564,2022-2023,21302,21302,2023-05-28,Payé,1.0
14729,1734,2022-2023,20857,20857,2023-09-30,Payé,1.0
14730,1734,2021-2022,20147,20147,2023-02-19,Payé,1.0
14731,1184,2020-2021,15067,15067,2024-03-06,Payé,1.0
14732,1184,2022-2023,17589,17589,2024-11-15,Payé,1.0
14733,1184,2023-2024,16729,16729,2024-07-04,Payé,1.0
14734,1525,2021-2022,15397,15397,2024-08-03,Payé,1.0
14735,1525,2020-2021,23888,0,2023-11-06,Impayé,0.0
14736,1525,2022-2023,22661,22661,2023-11-28,Payé,1.0
14737,1473,2022-2023,20498,0,2023-03-27,Impayé,0.0
14738,1473,2023-2024,23456,23456,2023-10-27,Payé,1.0
14739,1473,2020-2021,18223,18223,2024-06-17,Payé,1.0
14740,1145,2022-2023,16037,16037,2024-06-18,Payé,1.0
14741,1690,2023-2024,22168,22168,2021-11-01,Payé,1.0
14742,1690,2022-2023,18269,18269,2023-12-22,Payé,1.0
14743,1690,2024-2025,16940,16940,2022-05-24,Payé,1.0
14744,1430,2021-2022,19229,14859,2021-11-05,Partiel,0.7727390919964636
14745,1430,2022-2023,16802,16802,2023-07-29,Payé,1.0
14746,1602,2023-2024,23474,23474,2023-07-19,Payé,1.0
14747,1602,2024-2025,19806,19806,2023-10-26,Payé,1.0
14748,1602,2021-2022,19191,19191,2024-03-31,Payé,1.0
14749,2007,2023-2024,23388,23388,2021-10-28,Payé,1.0
14750,1727,2021-2022,23654,23654,2022-04-16,Payé,1.0
14751,1887,2021-2022,20617,20617,2022-02-16,Payé,1.0
14752,1887,2022-2023,18579,18579,2023-03-17,Payé,1.0
14753,1887,2024-2025,19825,12513,2024-07-05,Partiel,0.6311727616645649
14754,1522,2022-2023,20448,20448,2023-08-14,Payé,1.0
14755,1522,2020-2021,15663,15663,2024-12-31,Payé,1.0
14756,1252,2024-2025,21905,21905,2024-05-12,Payé,1.0
14757,1252,2021-2022,22419,22419,2022-06-17,Payé,1.0
14758,1366,2024-2025,16438,16438,2022-11-24,Payé,1.0
14759,1366,2020-2021,19850,19850,2021-10-27,Payé,1.0
14760,1366,2022-2023,18737,18737,2024-01-06,Payé,1.0
14761,1809,2021-2022,16973,16973,2025-01-26,Payé,1.0
14762,2017,2020-2021,22081,22081,2023-01-16,Payé,1.0
14763,2017,2022-2023,16523,16523,2024-06-02,Payé,1.0
14764,2017,2021-2022,22866,22866,2022-09-11,Payé,1.0
14765,1490,2022-2023,16901,16901,2024-05-30,Payé,1.0
14766,1538,2024-2025,16026,16026,2022-06-02,Payé,1.0
14767,1538,2020-2021,18439,18439,2023-11-09,Payé,1.0
14768,1009,2024-2025,20035,8579,2023-03-04,Partiel,0.4282006488644872
14769,1009,2023-2024,21698,21698,2024-02-22,Payé,1.0
14770,1009,2020-2021,19416,19416,2022-05-03,Payé,1.0
14771,1267,2021-2022,21879,14138,2022-10-12,Partiel,0.6461904108962933
14772,1267,2020-2021,20236,20236,2024-12-30,Payé,1.0
14773,1439,2021-2022,20114,11219,2022-04-16,Partiel,0.5577707069702694
14774,1439,2023-2024,15934,15934,2024-11-19,Payé,1.0
14775,1153,2024-2025,16647,8194,2023-03-29,Partiel,0.4922208205682705
14776,1479,2022-2023,19337,19337,2021-12-03,Payé,1.0
14777,1479,2020-2021,21682,21682,2022-12-05,Payé,1.0
14778,1479,2023-2024,18329,18329,2024-10-12,Payé,1.0
14779,1710,2024-2025,21342,0,2022-11-09,Impayé,0.0
14780,1710,2023-2024,18747,18747,2023-05-19,Payé,1.0
14781,1710,2021-2022,15608,15608,2024-07-09,Payé,1.0
14782,1511,2024-2025,16592,16592,2021-09-03,Payé,1.0
14783,1511,2022-2023,17995,12678,2023-01-28,Partiel,0.7045290358432899
14784,1388,2021-2022,24261,0,2023-07-27,Impayé,0.0
14785,1388,2023-2024,19335,19335,2023-06-09,Payé,1.0
14786,1388,2024-2025,17275,17275,2024-08-02,Payé,1.0
14787,1708,2023-2024,18119,18119,2023-08-03,Payé,1.0
14788,1708,2020-2021,24992,24992,2022-11-10,Payé,1.0
14789,1474,2021-2022,24850,24850,2022-10-15,Payé,1.0
14790,1474,2022-2023,22428,22428,2022-10-21,Payé,1.0
14791,1474,2020-2021,19884,9450,2022-08-21,Partiel,0.4752564876282438
14792,1002,2022-2023,20205,12937,2023-05-06,Partiel,0.6402870576589953
14793,1002,2020-2021,18101,18101,2024-10-26,Payé,1.0
14794,2069,2020-2021,20209,20209,2022-06-15,Payé,1.0
14795,2069,2021-2022,22962,22962,2022-12-23,Payé,1.0
14796,2069,2024-2025,18565,18565,2024-12-05,Payé,1.0
14797,1527,2024-2025,24545,24545,2022-03-10,Payé,1.0
14798,1913,2023-2024,23171,23171,2023-02-09,Payé,1.0
14799,1913,2024-2025,22047,22047,2024-08-23,Payé,1.0
14800,2041,2024-2025,24451,10556,2022-08-10,Partiel,0.4317205840251933
14801,1693,2022-2023,16482,12430,2024-03-05,Partiel,0.7541560490231768
14802,1991,2020-2021,16202,16202,2021-12-07,Payé,1.0
14803,1365,2021-2022,19267,19267,2023-10-04,Payé,1.0
14804,1365,2022-2023,16522,16522,2022-01-13,Payé,1.0
14805,1101,2021-2022,19055,19055,2023-01-30,Payé,1.0
14806,1101,2024-2025,17904,17904,2024-04-02,Payé,1.0
14807,1101,2023-2024,19148,19148,2022-07-11,Payé,1.0
14808,1187,2021-2022,19187,19187,2023-08-19,Payé,1.0
14809,1187,2020-2021,17604,17604,2023-12-29,Payé,1.0
14810,1187,2024-2025,23815,23815,2024-01-10,Payé,1.0
14811,1753,2020-2021,19404,19404,2021-12-08,Payé,1.0
14812,1753,2021-2022,19398,19398,2022-01-16,Payé,1.0
14813,1596,2024-2025,24059,19009,2023-10-08,Partiel,0.7900993391246519
14814,1200,2022-2023,17336,17336,2024-07-06,Payé,1.0
14815,1200,2023-2024,23804,23804,2022-05-23,Payé,1.0
14816,1200,2021-2022,24833,24833,2024-03-16,Payé,1.0
14817,2026,2022-2023,15930,15930,2022-03-30,Payé,1.0
14818,2026,2021-2022,19756,19756,2022-01-25,Payé,1.0
14819,2026,2023-2024,23426,23426,2024-10-14,Payé,1.0
14820,1392,2023-2024,21881,21881,2024-04-25,Payé,1.0
14821,1392,2020-2021,23419,23419,2024-09-24,Payé,1.0
14822,1316,2024-2025,20602,20602,2023-07-06,Payé,1.0
14823,1856,2020-2021,20896,20896,2022-05-03,Payé,1.0
14824,1856,2022-2023,20285,20285,2024-01-28,Payé,1.0
14825,1856,2023-2024,16390,16390,2025-01-15,Payé,1.0
14826,1826,2023-2024,20183,20183,2021-12-26,Payé,1.0
14827,1214,2023-2024,18641,0,2022-02-09,Impayé,0.0
14828,1214,2020-2021,18447,18447,2023-12-03,Payé,1.0
14829,1214,2022-2023,24868,24868,2022-08-29,Payé,1.0
14830,1839,2020-2021,24529,24529,2021-10-09,Payé,1.0
14831,1621,2023-2024,22888,22888,2023-04-20,Payé,1.0
14832,1621,2020-2021,15446,15446,2023-07-05,Payé,1.0
14833,1416,2024-2025,23035,9568,2021-12-22,Partiel,0.4153679183850662
14834,1416,2022-2023,16937,16937,2024-02-27,Payé,1.0
14835,1777,2024-2025,24335,24335,2022-01-08,Payé,1.0
14836,1619,2023-2024,20891,20891,2021-12-20,Payé,1.0
14837,1619,2021-2022,16417,16417,2024-03-30,Payé,1.0
14838,1276,2022-2023,19709,19709,2024-07-03,Payé,1.0
14839,1276,2021-2022,16941,16941,2024-01-16,Payé,1.0
14840,1276,2020-2021,16379,16379,2022-12-30,Payé,1.0
14841,1081,2022-2023,19717,19717,2022-03-10,Payé,1.0
14842,1449,2023-2024,21854,21854,2023-09-29,Payé,1.0
14843,1395,2021-2022,19029,19029,2024-12-18,Payé,1.0
14844,1395,2024-2025,16624,16624,2022-12-23,Payé,1.0
14845,1758,2021-2022,24854,24854,2022-12-20,Payé,1.0
14846,1758,2020-2021,17891,17891,2022-03-28,Payé,1.0
14847,1781,2024-2025,19371,19371,2021-11-03,Payé,1.0
14848,1781,2023-2024,16472,16472,2024-12-26,Payé,1.0
14849,1107,2023-2024,16096,16096,2024-10-03,Payé,1.0
14850,1107,2021-2022,15178,15178,2022-05-04,Payé,1.0
14851,1107,2022-2023,20881,20881,2024-08-02,Payé,1.0
14852,1593,2022-2023,20899,20899,2022-09-28,Payé,1.0
14853,1593,2021-2022,22400,22400,2024-06-30,Payé,1.0
14854,1593,2023-2024,16867,16867,2024-01-26,Payé,1.0
14855,1347,2023-2024,24085,24085,2023-04-01,Payé,1.0
14856,1496,2024-2025,17970,17970,2025-02-21,Payé,1.0
14857,1496,2021-2022,23937,15395,2024-06-17,Partiel,0.6431465931403267
14858,1423,2020-2021,20681,20681,2024-06-03,Payé,1.0
14859,1423,2021-2022,16486,16486,2022-05-25,Payé,1.0
14860,1423,2024-2025,20536,20536,2022-07-21,Payé,1.0
14861,2048,2021-2022,21995,12822,2023-05-21,Partiel,0.5829506706069562
14862,2048,2024-2025,15927,15927,2022-10-22,Payé,1.0
14863,2048,2022-2023,23818,23818,2024-04-25,Payé,1.0
14864,1443,2022-2023,24227,24227,2023-04-08,Payé,1.0
14865,1292,2020-2021,21892,21892,2024-05-23,Payé,1.0
14866,1292,2022-2023,18230,0,2022-09-29,Impayé,0.0
14867,1096,2022-2023,24802,24802,2022-10-18,Payé,1.0
14868,1073,2024-2025,23125,23125,2021-11-10,Payé,1.0
14869,1073,2020-2021,22965,22965,2022-07-21,Payé,1.0
14870,1422,2022-2023,21745,0,2021-09-26,Impayé,0.0
14871,1422,2020-2021,21901,21901,2022-03-20,Payé,1.0
14872,1422,2021-2022,19720,19720,2024-10-03,Payé,1.0
14873,1737,2024-2025,19957,10827,2022-10-23,Partiel,0.5425164102821065
14874,1737,2023-2024,21885,21885,2021-09-22,Payé,1.0
14875,2173,2022-2023,23336,23336,2023-06-04,Payé,1.0
14876,1518,2022-2023,21066,21066,2022-06-14,Payé,1.0
14877,1518,2023-2024,19962,0,2023-09-28,Impayé,0.0
14878,1142,2023-2024,17146,17146,2022-10-31,Payé,1.0
14879,2031,2023-2024,23490,23490,2024-11-22,Payé,1.0
14880,1322,2021-2022,16472,16472,2023-06-02,Payé,1.0
14881,1322,2023-2024,17740,17740,2024-05-03,Payé,1.0
14882,1068,2020-2021,18777,18777,2024-12-25,Payé,1.0
14883,1068,2021-2022,18145,18145,2022-01-28,Payé,1.0
14884,1068,2024-2025,17901,0,2023-01-09,Impayé,0.0
14885,1351,2024-2025,24245,24245,2021-12-05,Payé,1.0
14886,1351,2021-2022,15601,15601,2022-03-17,Payé,1.0
14887,1878,2022-2023,22185,22185,2024-07-13,Payé,1.0
14888,2088,2021-2022,22445,9437,2025-01-14,Partiel,0.4204499888616618
14889,2088,2022-2023,19845,19845,2021-10-05,Payé,1.0
14890,1998,2024-2025,20076,20076,2025-01-30,Payé,1.0
14891,1998,2022-2023,19722,19722,2024-02-09,Payé,1.0
14892,1998,2020-2021,21635,21635,2021-11-11,Payé,1.0
14893,1007,2021-2022,24900,24900,2024-06-08,Payé,1.0
14894,1984,2024-2025,23333,23333,2024-10-15,Payé,1.0
14895,1984,2023-2024,23103,13201,2022-11-30,Partiel,0.5713976539843311
14896,1607,2023-2024,17629,7540,2023-07-10,Partiel,0.4277043507856373
14897,1607,2021-2022,22202,22202,2024-11-14,Payé,1.0
14898,1570,2024-2025,20458,20458,2021-10-18,Payé,1.0
14899,1570,2021-2022,17945,0,2023-05-08,Impayé,0.0
14900,1570,2020-2021,22768,22768,2025-01-30,Payé,1.0
14901,1356,2020-2021,15381,15381,2023-07-04,Payé,1.0
14902,1356,2022-2023,22842,22842,2023-07-15,Payé,1.0
14903,2008,2022-2023,22614,22614,2023-01-10,Payé,1.0
14904,2008,2020-2021,24342,24342,2024-01-08,Payé,1.0
14905,2008,2021-2022,21335,21335,2022-07-28,Payé,1.0
14906,1844,2020-2021,15754,15754,2023-09-12,Payé,1.0
14907,1844,2023-2024,15396,15396,2025-01-10,Payé,1.0
14908,1725,2023-2024,23061,0,2025-02-21,Impayé,0.0
14909,1435,2022-2023,16493,16493,2022-03-16,Payé,1.0
14910,1435,2021-2022,19612,15655,2023-02-19,Partiel,0.7982357740159086
14911,1435,2023-2024,15061,9731,2024-08-10,Partiel,0.6461058362658522
14912,1872,2023-2024,18635,18635,2022-11-09,Payé,1.0
14913,1872,2024-2025,15749,15749,2022-04-29,Payé,1.0
14914,1571,2022-2023,24445,24445,2022-01-10,Payé,1.0
14915,1571,2024-2025,19211,9333,2023-01-13,Partiel,0.4858154182499609
14916,1151,2024-2025,20346,11278,2024-04-03,Partiel,0.5543104295684655
14917,1151,2021-2022,24668,24668,2021-11-23,Payé,1.0
14918,1151,2022-2023,20931,20931,2023-01-30,Payé,1.0
14919,1915,2024-2025,20482,20482,2024-10-04,Payé,1.0
14920,1401,2024-2025,21873,21873,2024-06-02,Payé,1.0
14921,2155,2022-2023,20876,16690,2024-09-24,Partiel,0.7994826595133168
14922,2155,2023-2024,19598,19598,2022-09-19,Payé,1.0
14923,2155,2020-2021,21339,21339,2022-10-02,Payé,1.0
14924,1501,2023-2024,18410,18410,2023-08-12,Payé,1.0
14925,2129,2024-2025,23266,10182,2023-06-11,Partiel,0.4376343161695178
14926,2129,2023-2024,23597,23597,2023-01-30,Payé,1.0
14927,1917,2021-2022,23357,0,2021-11-15,Impayé,0.0
14928,1036,2024-2025,16641,16641,2023-12-15,Payé,1.0
14929,1036,2021-2022,17923,8445,2024-01-09,Partiel,0.4711822797522736
14930,1036,2020-2021,21510,12804,2025-02-13,Partiel,0.5952580195258019
14931,1780,2021-2022,20922,20922,2023-05-19,Payé,1.0
14932,1780,2023-2024,22135,22135,2021-10-30,Payé,1.0
14933,1780,2020-2021,16816,16816,2024-06-27,Payé,1.0
14934,1716,2021-2022,22218,22218,2024-07-13,Payé,1.0
14935,1716,2023-2024,21872,21872,2022-08-28,Payé,1.0
14936,1716,2020-2021,19356,19356,2025-01-04,Payé,1.0
14937,1882,2021-2022,15745,15745,2022-04-08,Payé,1.0
14938,1882,2020-2021,21282,21282,2022-07-28,Payé,1.0
14939,1882,2023-2024,16698,16698,2024-01-31,Payé,1.0
14940,1532,2024-2025,22002,22002,2024-02-22,Payé,1.0
14941,1532,2020-2021,19627,12417,2022-09-13,Partiel,0.6326489020227238
14942,1543,2023-2024,19242,15233,2024-08-23,Partiel,0.7916536742542355
14943,1543,2021-2022,16071,16071,2022-11-30,Payé,1.0
14944,2168,2022-2023,21906,21906,2022-07-02,Payé,1.0
14945,1672,2021-2022,15486,15486,2022-01-19,Payé,1.0
14946,1672,2023-2024,21351,13147,2022-04-08,Partiel,0.6157557023090253
14947,1361,2021-2022,24173,24173,2024-05-11,Payé,1.0
14948,1625,2024-2025,20263,20263,2024-10-24,Payé,1.0
14949,1344,2020-2021,16418,16418,2022-02-26,Payé,1.0
14950,1344,2024-2025,16362,16362,2022-10-13,Payé,1.0
14951,1344,2022-2023,22464,22464,2023-12-30,Payé,1.0
14952,1502,2021-2022,15602,15602,2021-11-04,Payé,1.0
14953,1502,2020-2021,19429,19429,2023-03-13,Payé,1.0
14954,1193,2021-2022,22254,22254,2021-12-14,Payé,1.0
14955,1193,2020-2021,15344,15344,2024-11-24,Payé,1.0
14956,1306,2020-2021,21078,21078,2024-04-03,Payé,1.0
14957,1414,2022-2023,20044,20044,2024-07-12,Payé,1.0
14958,2006,2020-2021,24717,10512,2023-06-24,Partiel,0.4252943318363879
14959,2006,2024-2025,15232,15232,2023-05-14,Payé,1.0
14960,1217,2021-2022,23263,23263,2023-08-05,Payé,1.0
14961,1120,2020-2021,16135,16135,2022-08-08,Payé,1.0
14962,1979,2023-2024,24886,11763,2024-04-15,Partiel,0.4726753998231938
14963,1979,2022-2023,23021,23021,2022-10-05,Payé,1.0
14964,1979,2020-2021,20661,20661,2024-12-20,Payé,1.0
14965,1324,2021-2022,19388,19388,2024-12-21,Payé,1.0
14966,1324,2020-2021,15947,15947,2025-01-22,Payé,1.0
14967,1045,2023-2024,24112,19021,2025-01-12,Partiel,0.7888603185136032
14968,1288,2020-2021,17759,17759,2022-04-15,Payé,1.0
14969,1810,2020-2021,18814,0,2024-09-06,Impayé,0.0
14970,1810,2022-2023,20017,20017,2022-05-06,Payé,1.0
14971,1980,2022-2023,15642,15642,2024-11-03,Payé,1.0
14972,1980,2023-2024,18493,9079,2023-04-29,Partiel,0.4909425187908938
14973,1832,2021-2022,15654,0,2022-07-24,Impayé,0.0
14974,1832,2022-2023,19676,19676,2022-12-11,Payé,1.0
14975,1832,2023-2024,24605,24605,2022-09-14,Payé,1.0
14976,1198,2023-2024,18540,18540,2022-12-15,Payé,1.0
14977,1198,2020-2021,21828,21828,2023-05-24,Payé,1.0
14978,1665,2022-2023,23051,23051,2024-11-26,Payé,1.0
14979,1665,2020-2021,23506,23506,2024-05-19,Payé,1.0
14980,1411,2021-2022,19217,19217,2023-10-13,Payé,1.0
14981,1411,2022-2023,24301,24301,2023-03-08,Payé,1.0
14982,1411,2023-2024,23436,23436,2023-09-26,Payé,1.0
14983,1818,2022-2023,20453,20453,2023-08-19,Payé,1.0
14984,1818,2020-2021,19502,19502,2022-02-21,Payé,1.0
14985,1818,2023-2024,19709,19709,2021-10-18,Payé,1.0
14986,1971,2023-2024,19724,19724,2024-02-05,Payé,1.0
14987,1971,2022-2023,24094,24094,2024-04-03,Payé,1.0
14988,1930,2020-2021,23509,16077,2022-03-31,Partiel,0.6838657535411969
14989,1409,2022-2023,16725,16725,2021-11-07,Payé,1.0
