id_charge,id_etudiant,semaine,heures_cours,heures_devoirs,heures_projets,heures_temps_mort,charge_totale
16740,2070,2023-S06,12.0,7.8,3.3,1.0,24.1
16741,2070,2023-S07,10.7,9.3,3.8,2.9,26.7
16742,2070,2023-S08,24.2,7.0,3.1,1.9,36.2
16743,2070,2023-S09,11.9,3.0,2.6,4.8,22.3
16744,2070,2023-S10,23.8,8.6,3.3,1.4,37.1
16745,2070,2023-S11,15.9,9.3,3.2,4.5,32.9
16746,2070,2023-S12,24.2,2.5,3.0,5.0,34.7
16747,2070,2023-S13,10.8,4.1,2.7,3.2,20.8
16748,2070,2023-S14,20.2,8.0,3.6,3.6,35.4
16749,2070,2023-S15,21.8,8.4,2.3,1.5,34.0
16750,2070,2023-S16,15.1,9.2,4.7,4.0,33.0
16751,2070,2023-S17,17.7,4.3,2.8,3.0,27.8
16752,2070,2023-S18,18.4,9.9,2.5,1.4,32.2
16753,2070,2023-S19,16.3,9.1,3.5,2.7,31.6
16754,2070,2023-S20,24.2,5.6,5.9,4.8,40.5
16755,2070,2023-S21,15.1,3.4,5.2,1.4,25.1
16756,2070,2023-S22,17.0,6.3,2.1,1.7,27.1
16757,2070,2023-S23,11.2,5.0,3.7,1.4,21.3
16758,2070,2023-S24,16.2,5.0,5.2,2.6,29.0
16759,2070,2023-S25,14.5,9.7,3.6,2.4,30.2
16760,2070,2023-S26,21.2,6.7,5.6,1.3,34.8
16761,2070,2023-S27,14.3,7.2,2.9,4.9,29.3
16762,2070,2023-S28,21.2,6.4,3.2,3.8,34.6
16763,2070,2023-S29,14.5,8.5,1.9,2.4,27.3
16764,2070,2023-S30,12.8,9.0,4.2,1.0,27.0
16765,2070,2023-S31,10.2,3.1,1.4,1.8,16.5
16766,2070,2023-S32,12.7,9.4,5.3,2.3,29.7
16767,2070,2023-S33,24.2,5.2,3.5,1.4,34.3
16768,2070,2023-S34,19.4,2.1,3.7,4.9,30.1
16769,1221,2023-S01,20.9,5.7,1.8,1.5,29.9
16770,1221,2023-S02,19.5,4.5,1.6,1.7,27.3
16771,1221,2023-S03,21.5,5.0,1.6,2.5,30.6
16772,1221,2023-S04,19.5,3.9,4.5,4.9,32.8
16773,1221,2023-S05,10.4,2.8,5.3,3.7,22.2
16774,1221,2023-S06,21.8,5.5,4.0,4.7,36.0
16775,1221,2023-S07,19.2,7.3,3.3,2.1,31.9
16776,1221,2023-S08,22.2,6.3,1.8,3.9,34.2
16777,1221,2023-S09,13.5,8.7,1.8,2.3,26.3
16778,1221,2023-S10,17.7,4.0,2.9,2.7,27.3
16779,1221,2023-S11,22.0,3.7,4.3,3.1,33.1
16780,1221,2023-S12,15.9,5.6,3.9,1.3,26.7
16781,1221,2023-S13,21.2,6.9,5.2,2.3,35.6
16782,1221,2023-S14,14.8,2.8,5.0,2.7,25.3
16783,1221,2023-S15,20.5,8.4,2.6,3.6,35.1
16784,1221,2023-S16,23.7,2.9,4.2,2.2,33.0
16785,1221,2023-S17,14.0,3.1,5.8,2.0,24.9
16786,1221,2023-S18,15.6,9.6,3.9,1.8,30.9
16787,1221,2023-S19,21.9,4.7,1.5,4.7,32.8
16788,1221,2023-S20,18.2,7.7,2.0,4.3,32.2
16789,1221,2023-S21,23.1,6.7,5.0,1.1,35.9
16790,1221,2023-S22,21.0,4.2,3.3,4.9,33.4
16791,1221,2023-S23,17.0,9.5,1.8,1.1,29.4
16792,1221,2023-S24,23.1,6.0,3.3,4.9,37.3
16793,1221,2023-S25,14.5,9.9,5.7,3.7,33.8
16794,1221,2023-S26,21.9,9.4,1.3,3.0,35.6
16795,1221,2023-S27,18.1,9.6,2.2,1.4,31.3
16796,1221,2023-S28,24.7,6.2,3.3,2.4,36.6
16797,1221,2023-S29,14.1,4.9,5.6,2.6,27.2
16798,1221,2023-S30,23.5,7.2,4.5,4.9,40.1
16799,1221,2023-S31,11.7,6.1,3.6,4.1,25.5
16800,1221,2023-S32,22.5,6.8,2.3,3.2,34.8
16801,1221,2023-S33,19.7,3.1,4.7,4.7,32.2
16802,1221,2023-S34,19.8,2.9,5.0,2.5,30.2
16803,1468,2023-S01,23.3,8.3,2.2,2.0,35.8
16804,1468,2023-S02,11.6,9.4,3.4,3.3,27.7
16805,1468,2023-S03,18.0,3.2,5.9,4.6,31.7
16806,1468,2023-S04,23.6,2.8,3.3,4.5,34.2
16807,1468,2023-S05,19.3,2.4,5.0,4.7,31.4
16808,1468,2023-S06,23.6,5.7,4.4,3.4,37.1
16809,1468,2023-S07,13.5,3.8,4.8,3.4,25.5
16810,1468,2023-S08,22.1,7.5,4.7,4.7,39.0
16811,1468,2023-S09,23.4,7.1,5.5,1.9,37.9
16812,1468,2023-S10,13.8,3.5,2.9,3.8,24.0
16813,1468,2023-S11,10.8,4.5,2.7,1.3,19.3
16814,1468,2023-S12,10.6,6.7,3.0,1.5,21.8
16815,1468,2023-S13,24.5,6.3,5.2,2.1,38.1
16816,1468,2023-S14,14.4,6.0,5.1,3.0,28.5
16817,1468,2023-S15,19.9,8.5,1.1,2.0,31.5
16818,1468,2023-S16,23.5,5.4,1.1,3.0,33.0
16819,1468,2023-S17,16.9,4.0,4.2,4.7,29.8
16820,1468,2023-S18,21.8,5.5,2.8,2.5,32.6
16821,1468,2023-S19,13.9,8.1,4.5,2.3,28.8
16822,1468,2023-S20,15.1,6.6,2.2,3.1,27.0
16823,1468,2023-S21,17.6,6.5,2.5,3.2,29.8
16824,1468,2023-S22,10.1,3.4,1.1,3.4,18.0
16825,1468,2023-S23,16.3,5.1,2.0,3.8,27.2
16826,1468,2023-S24,17.5,7.3,4.4,3.5,32.7
16827,1468,2023-S25,18.5,3.1,4.4,2.9,28.9
16828,1468,2023-S26,11.9,3.7,2.5,3.6,21.7
16829,1468,2023-S27,23.4,3.2,4.5,2.2,33.3
16830,1468,2023-S28,23.8,7.1,3.4,2.0,36.3
16831,1468,2023-S29,15.1,5.1,4.1,2.7,27.0
16832,1468,2023-S30,15.6,4.9,5.7,1.3,27.5
16833,1468,2023-S31,19.6,2.8,4.1,2.5,29.0
16834,1468,2023-S32,21.7,3.8,1.6,2.6,29.7
16835,1468,2023-S33,24.0,2.7,5.8,3.5,36.0
16836,1468,2023-S34,14.2,2.8,1.6,1.6,20.2
16837,2095,2023-S01,21.7,4.7,1.9,2.3,30.6
16838,2095,2023-S02,14.6,2.9,2.7,1.8,22.0
16839,2095,2023-S03,14.6,7.1,4.2,4.4,30.3
16840,2095,2023-S04,19.1,2.9,3.6,3.1,28.7
16841,2095,2023-S05,15.3,3.4,4.9,1.0,24.6
16842,2095,2023-S06,19.4,7.7,4.1,3.5,34.7
16843,2095,2023-S07,15.9,2.4,3.4,3.3,25.0
16844,2095,2023-S08,13.9,8.1,2.1,4.1,28.2
16845,2095,2023-S09,10.1,2.8,3.4,1.7,18.0
16846,2095,2023-S10,13.1,6.1,1.2,2.4,22.8
16847,2095,2023-S11,11.7,4.4,4.9,2.4,23.4
16848,2095,2023-S12,16.8,5.4,5.8,1.4,29.4
16849,2095,2023-S13,13.7,2.5,1.8,1.0,19.0
16850,2095,2023-S14,17.3,7.4,3.8,2.3,30.8
16851,2095,2023-S15,20.3,7.0,2.6,3.8,33.7
16852,2095,2023-S16,13.1,2.5,2.3,2.6,20.5
16853,2095,2023-S17,13.8,7.6,5.3,2.2,28.9
16854,2095,2023-S18,24.8,4.0,3.7,4.5,37.0
16855,2095,2023-S19,11.1,6.7,3.6,3.9,25.3
16856,2095,2023-S20,22.6,5.4,1.3,4.8,34.1
16857,2095,2023-S21,20.5,9.9,2.3,2.5,35.2
16858,2095,2023-S22,22.1,9.5,5.4,1.1,38.1
16859,2095,2023-S23,15.2,3.5,3.8,1.8,24.3
16860,2095,2023-S24,16.8,6.5,3.5,1.9,28.7
16861,2095,2023-S25,22.3,5.3,1.6,4.9,34.1
16862,2095,2023-S26,19.0,6.6,5.9,3.9,35.4
16863,2095,2023-S27,20.5,2.5,3.3,2.3,28.6
16864,2095,2023-S28,18.3,2.7,2.5,1.5,25.0
16865,2095,2023-S29,20.7,3.8,5.1,4.6,34.2
16866,2095,2023-S30,20.0,4.5,1.2,1.9,27.6
16867,2095,2023-S31,19.5,3.3,5.4,4.7,32.9
16868,2095,2023-S32,22.5,8.3,2.5,2.6,35.9
16869,2095,2023-S33,23.7,9.6,3.4,3.3,40.0
16870,2095,2023-S34,24.3,2.7,2.8,3.9,33.7
16871,1478,2023-S01,13.4,2.4,4.5,3.8,24.1
16872,1478,2023-S02,21.0,5.6,5.2,2.8,34.6
16873,1478,2023-S03,22.5,9.9,5.5,3.2,41.1
16874,1478,2023-S04,17.6,9.0,1.5,3.0,31.1
16875,1478,2023-S05,16.3,9.2,4.1,4.1,33.7
16876,1478,2023-S06,19.2,9.2,3.2,1.9,33.5
16877,1478,2023-S07,14.5,8.0,4.0,3.7,30.2
16878,1478,2023-S08,22.2,3.5,1.7,1.8,29.2
16879,1478,2023-S09,14.7,3.0,2.5,4.8,25.0
16880,1478,2023-S10,11.4,8.6,2.3,2.7,25.0
16881,1478,2023-S11,19.5,3.9,3.7,4.7,31.8
16882,1478,2023-S12,24.4,7.8,2.1,1.3,35.6
16883,1478,2023-S13,17.9,3.6,5.8,5.0,32.3
16884,1478,2023-S14,18.6,3.7,2.6,3.7,28.6
16885,1478,2023-S15,21.5,8.0,4.0,3.0,36.5
16886,1478,2023-S16,22.1,2.4,2.4,2.9,29.8
16887,1478,2023-S17,12.8,9.3,5.6,4.4,32.1
16888,1478,2023-S18,23.4,9.9,5.4,2.0,40.7
16889,1478,2023-S19,10.1,8.3,5.1,2.6,26.1
16890,1478,2023-S20,22.6,7.9,1.1,4.9,36.5
16891,1478,2023-S21,20.5,8.0,4.3,1.5,34.3
16892,1478,2023-S22,11.7,9.3,1.1,3.5,25.6
16893,1478,2023-S23,14.1,8.7,3.5,1.3,27.6
16894,1478,2023-S24,14.6,6.1,1.3,4.6,26.6
16895,1478,2023-S25,22.2,3.4,2.9,4.3,32.8
16896,1478,2023-S26,13.8,4.3,3.6,4.0,25.7
16897,1478,2023-S27,11.0,9.2,4.9,3.9,29.0
16898,1478,2023-S28,24.7,2.6,5.1,1.1,33.5
16899,1478,2023-S29,19.2,9.5,4.7,4.6,38.0
16900,1478,2023-S30,15.8,8.6,1.4,1.9,27.7
16901,1478,2023-S31,13.3,4.7,5.2,3.4,26.6
16902,1478,2023-S32,22.7,4.1,2.2,1.5,30.5
16903,1478,2023-S33,21.0,7.2,4.9,1.8,34.9
16904,1478,2023-S34,20.6,8.8,2.2,4.6,36.2
16905,1387,2023-S01,17.2,9.7,4.9,2.7,34.5
16906,1387,2023-S02,21.0,8.7,1.5,3.4,34.6
16907,1387,2023-S03,21.2,6.6,3.1,4.6,35.5
16908,1387,2023-S04,12.5,7.4,5.5,2.8,28.2
16909,1387,2023-S05,21.2,3.6,3.7,3.8,32.3
16910,1387,2023-S06,20.1,9.0,2.2,2.1,33.4
16911,1387,2023-S07,21.3,2.3,5.4,1.7,30.7
16912,1387,2023-S08,24.3,8.6,4.3,1.0,38.2
16913,1387,2023-S09,20.6,9.2,4.7,3.5,38.0
16914,1387,2023-S10,20.1,7.4,3.3,2.5,33.3
16915,1387,2023-S11,11.0,3.2,4.7,4.7,23.6
16916,1387,2023-S12,14.7,3.8,3.9,4.9,27.3
16917,1387,2023-S13,13.0,5.1,4.7,2.7,25.5
16918,1387,2023-S14,13.9,4.1,2.0,1.1,21.1
16919,1387,2023-S15,21.0,4.9,1.0,4.7,31.6
16920,1387,2023-S16,12.7,9.6,2.2,3.3,27.8
16921,1387,2023-S17,12.1,7.4,2.1,2.2,23.8
16922,1387,2023-S18,15.8,9.7,2.8,2.7,31.0
16923,1387,2023-S19,10.4,8.3,5.3,1.2,25.2
16924,1387,2023-S20,16.4,4.5,1.3,4.0,26.2
16925,1387,2023-S21,21.6,4.2,5.6,4.9,36.3
16926,1387,2023-S22,22.6,4.4,3.0,2.5,32.5
16927,1387,2023-S23,15.0,2.8,4.3,1.6,23.7
16928,1387,2023-S24,13.5,2.4,5.9,3.1,24.9
16929,1387,2023-S25,13.0,8.3,3.9,3.6,28.8
16930,1387,2023-S26,23.7,4.1,2.5,2.3,32.6
16931,1387,2023-S27,24.9,2.3,2.6,3.6,33.4
16932,1387,2023-S28,12.6,6.9,3.6,4.5,27.6
16933,1387,2023-S29,10.3,7.7,5.8,3.7,27.5
16934,1387,2023-S30,14.0,9.9,1.1,1.0,26.0
16935,1387,2023-S31,24.9,5.5,6.0,3.3,39.7
16936,1387,2023-S32,17.3,6.8,2.1,4.8,31.0
16937,1387,2023-S33,16.5,4.1,5.6,2.5,28.7
16938,1387,2023-S34,14.5,9.8,1.8,4.8,30.9
16939,1573,2023-S01,22.4,6.7,5.2,3.1,37.4
16940,1573,2023-S02,21.9,7.6,3.2,2.9,35.6
16941,1573,2023-S03,22.1,9.7,3.9,4.4,40.1
16942,1573,2023-S04,17.5,9.5,4.1,4.9,36.0
16943,1573,2023-S05,12.8,4.9,1.6,4.2,23.5
16944,1573,2023-S06,20.0,7.8,2.6,4.1,34.5
16945,1573,2023-S07,20.1,2.3,4.4,2.8,29.6
16946,1573,2023-S08,14.3,2.5,3.3,3.1,23.2
16947,1573,2023-S09,24.9,2.3,4.7,2.2,34.1
16948,1573,2023-S10,16.9,2.5,2.3,2.5,24.2
16949,1573,2023-S11,13.5,7.4,4.5,2.1,27.5
16950,1573,2023-S12,22.3,7.6,1.7,1.0,32.6
16951,1573,2023-S13,20.3,3.3,5.9,3.0,32.5
16952,1573,2023-S14,19.7,2.4,5.7,4.1,31.9
16953,1573,2023-S15,22.9,7.7,3.4,3.9,37.9
16954,1573,2023-S16,21.4,8.4,4.3,4.3,38.4
16955,1573,2023-S17,15.6,2.5,4.5,4.1,26.7
16956,1573,2023-S18,20.8,4.9,2.1,1.7,29.5
16957,1573,2023-S19,12.2,3.9,1.7,4.5,22.3
16958,1573,2023-S20,11.4,9.2,2.4,2.6,25.6
16959,1573,2023-S21,24.4,7.7,3.6,4.8,40.5
16960,1573,2023-S22,12.5,9.3,4.1,4.3,30.2
16961,1573,2023-S23,11.2,4.2,2.0,3.2,20.6
16962,1573,2023-S24,19.8,7.2,5.1,3.9,36.0
16963,1573,2023-S25,11.2,6.1,4.9,2.6,24.8
16964,1573,2023-S26,20.5,3.1,3.6,2.9,30.1
16965,1573,2023-S27,10.3,7.7,4.6,3.6,26.2
16966,1573,2023-S28,18.9,4.3,2.5,3.8,29.5
16967,1573,2023-S29,11.2,5.2,2.2,3.6,22.2
16968,1573,2023-S30,20.9,2.4,1.8,2.0,27.1
16969,1573,2023-S31,16.6,2.9,2.1,1.6,23.2
16970,1573,2023-S32,13.9,9.3,5.0,4.9,33.1
16971,1573,2023-S33,16.6,4.3,5.3,2.9,29.1
16972,1573,2023-S34,14.0,4.1,3.7,1.4,23.2
16973,1624,2023-S01,21.4,4.9,4.2,3.6,34.1
16974,1624,2023-S02,22.5,8.1,5.8,2.5,38.9
16975,1624,2023-S03,11.2,9.2,1.7,3.0,25.1
16976,1624,2023-S04,24.2,9.4,4.0,1.6,39.2
16977,1624,2023-S05,18.6,2.9,1.4,2.6,25.5
16978,1624,2023-S06,24.5,6.1,1.4,3.6,35.6
16979,1624,2023-S07,10.4,4.8,5.6,3.5,24.3
16980,1624,2023-S08,13.3,2.5,1.7,2.4,19.9
16981,1624,2023-S09,15.6,4.6,4.0,2.4,26.6
16982,1624,2023-S10,19.0,3.4,4.8,4.9,32.1
16983,1624,2023-S11,21.3,4.6,3.1,1.0,30.0
16984,1624,2023-S12,16.3,8.0,2.5,1.6,28.4
16985,1624,2023-S13,19.1,8.8,5.2,3.3,36.4
16986,1624,2023-S14,22.1,6.9,3.1,4.2,36.3
16987,1624,2023-S15,16.7,9.2,5.5,1.2,32.6
16988,1624,2023-S16,20.6,2.2,1.5,4.0,28.3
16989,1624,2023-S17,20.5,7.0,1.0,1.5,30.0
16990,1624,2023-S18,13.2,7.3,2.2,3.8,26.5
16991,1624,2023-S19,13.4,7.5,4.6,2.0,27.5
16992,1624,2023-S20,13.1,5.4,5.2,2.6,26.3
16993,1624,2023-S21,21.9,5.1,4.5,4.5,36.0
16994,1624,2023-S22,22.8,2.6,3.0,4.9,33.3
16995,1624,2023-S23,12.5,4.5,5.5,4.7,27.2
16996,1624,2023-S24,12.5,9.7,5.6,3.5,31.3
16997,1624,2023-S25,12.1,7.5,3.7,2.1,25.4
16998,1624,2023-S26,18.6,7.8,4.5,1.2,32.1
16999,1624,2023-S27,23.5,5.0,1.3,2.8,32.6
17000,1624,2023-S28,12.9,8.9,1.0,4.8,27.6
17001,1624,2023-S29,15.3,2.2,3.3,3.5,24.3
